Type,Formula#,Type#,latex
17.17,7,Theorem,$\log \left|f_{R}(z)\right|=P\left[\log ^{+}\left|f_{R}\right|\right](z)-P\left[\log ^{-}\left|f_{R}\right|\right](z)$
17.17,6,Theorem,"$\log |f| \leq P\left[\log \left|f^{*}\right|\right]$,"
17.17,2,Theorem,$f=M_{f} Q_{f}$
17.17,3,Theorem,$\log |f| \leq \frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|f^{*}\left(e^{i t}\right)\right| d t$.
17.17,1,Theorem,$Q_{f}(z)=\exp \left\{\frac{1}{2 \pi} \int_{-\pi}^{\pi} \frac{e^{i t}+z}{e^{i t}-z} \log \left|f^{*}\left(e^{i t}\right)\right| d t\right\}$
17.18,2,Theorem,$F(z)=\prod_{k=1}^{n} f\left(\alpha^{k} z\right) \quad(z \in U)$
17.18,3,Theorem,$f(z)=c B(z) \exp \left\{\int_{T} \frac{e^{i t}+z}{e^{i t}-z} d \mu(t)\right\}$
17.18,2,Theorem,$\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|g\left(r e^{i \theta}\right)\right| d \theta=\log |g|$
17.18,1,Theorem,$|\log | g||=2 \log ^{+}|g|-\log |g|$
17.18,5,Theorem,$\log |f|=1>0=\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|f^{*}\left(e^{i t}\right)\right| d t$
17.18,4,Theorem,$f(z)=\exp \left\{\frac{1+z}{1-z}\right\}$
17.18,6,Theorem,"$(f, g)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} f^{*}\left(e^{i \theta}\right) \overline{g^{*}\left(e^{i \theta}\right)} d \theta$"
17.18,7,Theorem,"$(S f)(z)=z f(z) \quad\left(f \in H^{2}, z \in U\right)$."
17.21,2,Theorem,$\|f\|_{2}=\left\{\frac{1}{2 \pi} \int_{-\pi}^{\pi}\left|f^{*}\left(e^{i \theta}\right)\right|^{2} d \theta\right\}^{1 / 2}$.
17.21,1,Theorem,$\varphi H^{2}=\left\{\varphi f: f \in H^{2}\right\}$
17.21,4,Theorem,"$\frac{1}{2 \pi} \int_{-\pi}^{\pi}\left|\varphi^{*}\left(e^{i \theta}\right)\right|^{2} e^{-i n \theta} d \theta=0 \quad(n=1,2,3, \ldots)$"
17.21,6,Theorem,"$\frac{1}{2 \pi} \int_{-\pi}^{\pi} h^{*}\left(e^{i \theta}\right) \overline{\varphi^{*}\left(e^{i \theta}\right)} e^{-i n \theta} d \theta=0 \quad(n=-1,-2,-3, \ldots)$"
17.21,9,Theorem,"$\frac{1}{2 \pi} \int_{-\pi}^{\pi} h^{*}\left(e^{i \theta}\right) \overline{\varphi^{*}\left(e^{i \theta}\right)} e^{-i n \theta} d \theta=0 \quad(n=0,1,2, \ldots)$"
17.23,1,Theorem,$Y=M_{f} H^{2}$
17.23,2,Theorem,$M_{f} Q_{f}=\varphi M_{h} Q_{h}$
17.25,1,Lemma,$1 \leq \beta(\cos \varphi)^{p}-\alpha \cos p \varphi \quad\left(-\frac{\pi}{2} \leq \varphi \leq \frac{\pi}{2}\right)$
17.26,8,Theorem,$\left\{\int_{T}\left|(\psi h)_{r}\right|^{p} d \sigma\right\}^{1 / p} \leq A_{q}\left\{\int_{T}|h|^{p} d \sigma\right\}^{1 / p} \quad(0 \leq r<1)$.
17.26,3,Theorem,$\int_{T}\left|f_{r}\right|^{p} d \sigma \leq \beta \int_{T}\left(u_{r}\right)^{p} d \sigma-\alpha \int_{T}\left|f_{r}\right|^{p} \cos \left(p \varphi_{r}\right) d \sigma$
17.26,2,Theorem,$\int_{T}\left|(\psi h)_{r}\right|^{p} d \sigma \leq A_{p}^{p} \int_{T}|h|^{p} d \sigma \cdot(0 \leq r<1)$
17.26,1,Theorem,$\|\psi h\|_{p} \leq A_{p}\|h\|_{p}$
17.26,5,Theorem,$\|\psi h\|_{p} \leq \beta^{1 / p}\|h\|_{p}$
17.26,4,Theorem,$\int_{T}\left|f_{r}\right|^{p} d \sigma \leq \beta \int_{T} h^{p} d \sigma \quad(0 \leq r<1)$
17.26,6,Theorem,$\int_{T}(\psi h)_{r} \tilde{w} d \sigma=\int_{T}(\psi w)_{r} \tilde{h} d \sigma \quad(0 \leq r<1)$.
17.26,7,Theorem,$\left|\int_{T}(\psi h)_{r} \tilde{w} d \sigma\right| \leq A_{q}\|w\|_{q}\|h\|_{p}$.
17.5,4,Theorem,$\left\|f_{r}\right\|_{0}=\exp \int_{T} \log ^{+}\left|f_{r}\right| d \sigma$
17.5,3,Theorem,"$\left\|f_{r}\right\|_{\infty}=\sup _{\theta}\left|f\left(r e^{i \theta}\right)\right|$,"
17.5,2,Theorem,$\left\|f_{r}\right\|_{p}=\left\{\int_{T}\left|f_{r}\right|^{p} d \sigma\right\}^{1 / p} \quad(0<p<\infty)$
17.5,1,Theorem,$m(r)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} u\left(r e^{i \theta}\right) d \theta \quad(0 \leq r<1)$.
17.7,1,Definition,$\|f\|_{p}=\sup \left\{\left\|f_{r}\right\|_{p}: 0 \leq r<1\right\}$.
17.8,3,Remark,$\|f+g\|_{p} \leq\|f\|_{p}+\|g\|_{p}$.
17.8,2,Remark,$\left\|(f+g)_{r}\right\|_{p}=\left\|f_{r}+g_{r}\right\|_{p} \leq\left\|f_{r}\right\|_{p}+\left\|g_{r}\right\|_{p}$
17.8,1,Remark,$\|f\|_{p}=\lim _{r \rightarrow 1}\left\|f_{r}\right\|_{p}$.
17.8,4,Remark,$\left\|\left(f-f_{m}\right)_{r}\right\|_{p}=\lim _{n \rightarrow \infty}\left\|\left(f_{n}-f_{m}\right)_{r}\right\|_{p} \leq \epsilon$.
18.1,1,Definition,"$x(y z)=(x y) z, \quad(x+y) z=x z+y z, \quad x(y+z)=x y+x z$"
18.1,2,Definition,$\alpha(x y)=x(\alpha y)=(\alpha x) y$
18.1,3,Definition,$\|x y\| \leq\|x\|\|y\| \quad(x$ and $y \in A)$
18.1,7,Definition,$x^{-1} x=x x^{-1}=e$
18.1,6,Definition,"\[
\|e\|=1
\]
"
18.1,4,Definition,$x_{n} y_{n}-x y=\left(x_{n}-x\right) y_{n}+x\left(y_{n}-y\right)$.
18.1,5,Definition,$x e=e x=x \quad(x \in A)$.
18.13,2,Theorem,"$\varphi(x)+\varphi(y)=\varphi(x+y), \quad \lambda \varphi(x)=\varphi(\lambda x)$"
18.13,3,Theorem,"$\varphi(x)+\varphi(y)=\varphi\left(x^{\prime}\right)+\varphi\left(y^{\prime}\right), \quad \lambda \varphi(x)=\lambda \varphi\left(x^{\prime}\right)$"
18.13,1,Theorem,$\varphi(x)=x+J=\{x+y: y \in J\}$.
18.13,4,Theorem,$x^{\prime} y^{\prime}-x y=\left(x^{\prime}-x\right) y^{\prime}+x\left(y^{\prime}-y\right)$
18.13,5,Theorem,"$\varphi(x) \varphi(y)=\varphi(x y) \quad(x$ and $y \in A)$.
"
18.13,6,Theorem,"$I=\{a x+y: a \in A, y \in J\}$."
18.18,1,Theorem,$\left|f_{1}(z)\right|+\cdots+\left|f_{n}(z)\right|>0$
18.18,2,Theorem,$\sum_{i=1}^{n} f_{i}(z) g_{i}(z)=1 \quad(z \in \bar{U})$
18.2,8,Theorem,$h(f)=f\left(e^{i \alpha}\right) \quad(f \in A)$.
18.2,7,Theorem,$\hat{g}(-n)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} g\left(e^{i \theta}\right) e^{i n \theta} d \theta=h\left(g f_{0}^{n}\right)=h(g) h\left(f_{0}^{n}\right)=0$
18.2,6,Theorem,"$\left|\lambda^{n}\right|=\left|h\left(f_{0}^{n}\right)\right| \leq\left\|f_{0}^{n}\right\|=1 \quad(n=0, \pm 1, \pm 2, \ldots)$"
18.2,4,Theorem,"$h\left(f_{0}^{n}\right)=\left[h\left(f_{0}\right)\right]^{n}=0 \quad(n=1,2,3, \ldots)$"
18.2,1,Theorem,"$P_{n}\left(e^{i \theta}\right)=\sum_{k=0}^{m(n)} a_{n, k} e^{i k \theta} \quad(n=0, \ldots, N)$"
18.2,2,Theorem,$\left|f\left(e^{i \theta}\right)-\sum_{n=0}^{N} P_{n}\left(e^{i \theta}\right) g^{n}\left(e^{i \theta}\right)\right|<\epsilon \quad\left(e^{i \theta} \in T\right)$
18.2,3,Theorem,$\sum_{n=0}^{N} P_{n} g^{n}$
18.3,5,Theorem,$\left\|\sum_{n=2}^{\infty}(-1)^{n} x^{n}\right\| \leq \sum_{n=2}^{\infty}\left\|x^{n}\right\| \leq \sum_{n=2}^{\infty}\|x\|^{n}=\frac{\|x\|^{2}}{1-\|x\|}$.
18.3,4,Theorem,$(e+x) s_{N}=e+(-1)^{N} x^{N+1}=s_{N}(e+x)$
18.3,3,Theorem,$s_{N}=e-x+x^{2}-\cdots+(-1)^{N} x^{N}$
18.3,2,Theorem,$\left\|(e+x)^{-1}-e+x\right\| \leq \frac{\|x\|^{2}}{1-\|x\|}$
18.3,1,Theorem,$(e+x)^{-1}=\sum_{n=0}^{\infty}(-1)^{n} x^{n}$
18.4,2,Theorem,$(x+h)^{-1}=\left(e+x^{-1} h\right)^{-1} x^{-1}$
18.4,3,Theorem,"$(x+h)^{-1}-x^{-1}+x^{-1} h x^{-1}=\left[\left(e+x^{-1} h\right)^{-1}-e+x^{-1} h\right] x^{-1}$,"
18.5,3,Theorem,$\frac{(x-\mu e)^{-1}-(x-\lambda e)^{-1}}{\mu-\lambda} \rightarrow(x-\lambda e)^{-2}$
18.5,2,Theorem,$\left\|(x-\mu e)^{-1}-(x-\lambda e)^{-1}+(\lambda-\mu)(x-\lambda e)^{-2}\right\| \leq C|\mu-\lambda|^{2}$
18.5,5,Theorem,"$\lambda f(\lambda)=\Phi\left[\lambda(x-\lambda e)^{-1}\right]=\Phi\left[\left(\frac{x}{\lambda}-e\right)^{-1}\right] \rightarrow \Phi(-e)$,"
18.5,4,Theorem,$\frac{f(\mu)-f(\lambda)}{\mu-\lambda} \rightarrow \Phi\left[(x-\lambda e)^{-2}\right]$.
18.9,8,Theorem,"$\left\|x^{n}\right\|^{1 / n} \leq|\lambda|[C(\lambda)]^{1 / n} \quad(n=1,2,3, \ldots)$"
18.9,9,Theorem,$\lim _{n \rightarrow \infty} \sup \left\|x^{n}\right\|^{1 / n} \leq \rho(x)$.
18.9,7,Theorem,"$\left\|\lambda^{-n} x^{n}\right\| \leq C(\lambda) \quad(n=1,2,3, \ldots)$"
18.9,6,Theorem,
18.9,4,Theorem,$(\lambda e-x) \sum_{n=0}^{\infty} \lambda^{-n-1} x^{n}=e$
18.9,5,Theorem,$f(\lambda)=-\sum_{n=0}^{\infty} \Phi\left(x^{n}\right) \lambda^{-n-1}$
18.9,1,Theorem,$\lim _{n \rightarrow \infty}\left\|x^{n}\right\|^{1 / n}=\rho(x)$
18.9,2,Theorem,$\left(x^{n}-\lambda^{n} e\right)=(x-\lambda e)\left(x^{n-1}+\lambda x^{n-2}+\cdots+\lambda^{n-1} e\right)$
18.9,3,Theorem,$\rho(x) \leq \lim _{n \rightarrow \infty} \inf \left\|x^{n}\right\|^{1 / n}$.
19.1,1,Definition,$f(z)=\int_{0}^{\infty} F(t) e^{i t z} d t \quad\left(z \in \Pi^{+}\right)$
19.1,3,Definition,$\frac{1}{2 \pi} \int_{-\infty}^{\infty}|f(x+i y)|^{2} d x=\int_{0}^{\infty}|F(t)|^{2} e^{-2 t y} d t \leq \int_{0}^{\infty}|F(t)|^{2} d t$
19.1,6,Definition,$|f(z)| \leq C e^{A|z|}$
19.1,4,Definition,$f(z)=\int_{-A}^{A} F(t) e^{i t z} d t$
19.1,5,Definition,$|f(z)| \leq \int_{-A}^{A}|F(t)| e^{-t y} d t \leq e^{A|y|} \int_{-A}^{A}|F(t)| d t$.
19.1,2,Definitino,$f(x+i y)=\int_{0}^{\infty} F(t) e^{-t y} e^{i t x} d t$
19.11,16,Theorem,$\left|1-\frac{\sin \lambda_{n} z}{\lambda_{n} z}\right| \leq B \lambda_{n}|z| \quad\left(|z| \leq \frac{1}{\lambda_{n}}\right)$
19.11,15,Theorem,$\left|1-\frac{\sin z}{z}\right| \leq B|z| \quad(|z| \leq 1)$
19.11,14,Theorem,"$\left|x^{k} f(x)\right| \leq M_{k}\left(\frac{\sin x}{x}\right)^{2} \quad(x$ real, $k=0,1,2, \ldots)$"
19.11,11,Theorem,"$\lambda_{n}=\frac{M_{n-1}}{M_{n}} \quad(n=1,2,3, \ldots)$"
19.11,12,Theorem,$\left(a_{n} \lambda_{n}\right)^{n} \leq M_{n} \cdot \lambda_{1} \lambda_{2} \cdots \lambda_{n}=1$.
19.11,9,Theorem,$\log q(x) \geq \log \frac{x^{n}}{M_{n}} \geq \log e^{n}=n$
19.11,2,Theorem,$f(z)=\int_{0}^{A} F(t) e^{i t z} d t$
19.11,3,Theorem,$g(w)=f\left(\frac{i-i w}{1+w}\right)$.
19.11,1,Theorem,"$\left\|D^{n} F\right\|_{\infty} \leq 2^{-n} M_{n} \quad(n=0,1,2, \ldots)$"
19.11,4,Theorem,$\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|g\left(e^{i \theta}\right)\right| d \theta>-\infty$.
19.11,5,Theorem,$\frac{1}{\pi} \int_{-\infty}^{\infty} \log |f(x)| \frac{d x}{1+x^{2}}>-\infty$
19.11,7,Theorem,"$\left|x^{n} f(x)\right| \leq 2^{-n} A M_{n} \quad(x$ real, $n=0,1,2, \ldots)$"
19.11,6,Theorem,$f(z)=(i z)^{-n} \int_{0}^{A}\left(D^{n} F\right)(t) e^{i t z} d t \quad(z \neq 0)$
19.11,23,Theorem,$\left(D^{k} F\right)(t)=\frac{1}{2 \pi} \int_{-\infty}^{\infty}(-i x)^{k} f(x) e^{-i t x} d x$
19.11,22,Theorem,$F(t)=\frac{1}{2 \pi} \int_{-\infty}^{\infty} f(x) e^{-i t x} d x \quad(t$ real $)$
19.11,20,Theorem,$\leq\left(\frac{\sin x}{x}\right)^{2}\left(\lambda_{1} \cdots \lambda_{k}\right)^{-1}=M_{k}\left(\frac{\sin x}{x}\right)^{2}$
19.11,21,Theorem,"$\frac{1}{\pi} \int_{-\infty}^{\infty}\left|x^{k} f(x)\right| d x \leq M_{k} \quad(k=0,1,2, \ldots)$"
19.11,19,Theorem,"$|f(z)| \leq e^{A|z|}, \quad$ with $A=2+\sum_{n=1}^{\infty} \lambda_{n}$."
19.11,18,Theorem,$\frac{\sin z}{z}=\frac{1}{2} \int_{-1}^{1} e^{i t z} d t$
19.2,1,Theorem,$\sup _{0<y<\infty} \frac{1}{2 \pi} \int_{-\infty}^{\infty}|f(x+i y)|^{2} d x=C<\infty$
19.2,3,Theorem,$\int_{0}^{\infty}|F(t)|^{2} d t=C$.
19.2,2,Theorem,$f(z)=\int_{0}^{\infty} F(t) e^{i t z} d t \quad\left(z \in \Pi^{+}\right)$
19.2,6,Theorem,$|\Phi(\beta)|^{2}=\left|\int_{I} f(\beta+i u) e^{-i t(\beta+i u)} d u\right|^{2} \leq \int_{I}|f(\beta+i u)|^{2} d u \int_{I} e^{2 t u} d u$.
19.2,5,Theorem,$\int_{\Gamma_{\alpha}} f(z) e^{-i t z} d z=0$
19.2,4,Theorem,$F(t)=e^{t y} \cdot \frac{1}{2 \pi} \int_{-\infty}^{\infty} f(x+i y) e^{-i t x} d x=\frac{1}{2 \pi} \int f(z) e^{-i t z} d z$
19.2,18,Theorem,$f_{y}(x)=\int_{-\infty}^{\infty} \hat{f}_{y}(t) e^{i t x} d t$
19.2,19,Theorem,$f(z)=\int_{0}^{\infty} F(t) e^{-y t} e^{i t x} d t=\int_{0}^{\infty} F(t) e^{i t z} d t \quad\left(z \in \Pi^{+}\right)$.
19.2,17,Theorem,$\int_{0}^{\infty}|F(t)|^{2} d t \leq C$.
19.2,16,Theorem,$\int_{-\infty}^{\infty} e^{-2 t y}|F(t)|^{2} d t=\int_{-\infty}^{\infty}\left|\hat{f}_{y}(t)\right|^{2} d t=\frac{1}{2 \pi} \int_{-\infty}^{\infty}\left|f_{y}(x)\right|^{2} d x \leq C$.
19.2,14,Theorem,$F(t)=e^{t} \hat{f}_{1}(t)$
19.2,15,Theorem,$F(t)=e^{t y} \hat{f}_{y}(t)$
19.2,11,Theorem,"$g_{j}(y, t)=\frac{1}{2 \pi} \int_{-\alpha_{j}}^{\alpha_{j}} f(x+i y) e^{-i t x} d x$"
19.2,10,Theorem,"$\Phi\left(\alpha_{j}\right) \rightarrow 0, \quad \Phi\left(-\alpha_{j}\right) \rightarrow 0 \quad$ as $j \rightarrow \infty$"
19.2,12,Theorem,"$\lim _{j \rightarrow \infty}\left[e^{t y} g_{j}(y, t)-e^{t} g_{j}(1, t)\right]=0 \quad(-\infty<t<\infty)$."
19.2,13,Theorem,"$\lim _{j \rightarrow \infty} \int_{-\infty}^{\infty}\left|\hat{f}_{y}(t)-g_{j}(y, t)\right|^{2} d t=0$"
19.2,9,Theorem,$\Lambda\left(\alpha_{j}\right)+\Lambda\left(-\alpha_{j}\right) \rightarrow 0 \quad(j \rightarrow \infty)$
19.3,1,Theorem,$|f(z)| \leq C e^{A|z|}$
19.3,2,Theorem,$\int_{-\infty}^{\infty}|f(x)|^{2} d x<\infty$.
19.3,3,Theorem,$f(z)=\int_{-A}^{A} F(t) e^{i t z} d t$
19.3,7,Theorem,$\Phi_{\alpha}(w)=\int_{\Gamma_{\alpha}} f(z) e^{-w z} d z=e^{i \alpha} \int_{0}^{\infty} f\left(s e^{i \alpha}\right) \exp \left(-w s e^{i \alpha}\right) d s$
19.3,6,Theorem,$\Pi_{\alpha}=\left\{w: \operatorname{Re}\left(w e^{i \alpha}\right)>A\right\}$
19.3,4,Theorem,"$\lim _{\epsilon \rightarrow 0} \int_{-\infty}^{\infty} f_{\epsilon}(x) e^{-i t x} d x=0 \quad(t$ real, $|t|>A)$"
19.3,5,Theorem,$\Gamma_{\alpha}(s)=s e^{i \alpha} \quad(0 \leq s<\infty)$
19.3,11,Theorem,"$\gamma=\frac{\alpha+\beta}{2}, \quad \eta=\cos \frac{\beta-\alpha}{2}>0$."
19.3,8,Theorem,$\Phi_{0}(w)=\int_{0}^{\infty} f(x) e^{-w x} d x \quad(\operatorname{Re} w>0)$
19.3,9,Theorem,$\Phi_{\pi}(w)=-\int_{-\infty}^{0} f(x) e^{-w x} d x \quad(\operatorname{Re} w<0)$
19.3,10,Theorem,$\int_{-\infty}^{\infty} f_{\epsilon}(x) e^{-i t x} d x=\Phi_{0}(\epsilon+i t)-\Phi_{\pi}(-\epsilon+i t) \quad(t$ real $)$
19.3,12,Theorem,$\operatorname{Re}\left(w e^{i \alpha}\right)=\eta|w|=\operatorname{Re}\left(w e^{i \beta}\right)$
19.3,13,Theorem,$\int_{\Gamma} f(z) e^{-w z} d z$
19.3,14,Theorem,$\operatorname{Re}(-w z)=-|w| r \cos (t-\gamma) \leq-|w| r \eta$
19.7,3,Theorem,"$\left\|D^{n}(f g)\right\|_{\infty} \leq \beta_{f} \beta_{g}\left(B_{f}+B_{g}\right)^{n} M_{n} \quad(n=0,1,2, \ldots)$"
19.7,2,Theorem,$\left|D^{n}(f g)\right| \leq \beta_{f} \beta_{g} \sum_{j=0}^{n}\left(\begin{array}{l}n \\ j\end{array}\right) B_{f}^{j} B_{g}^{n-j} M_{j} M_{n-j}$
19.7,1,Theorem,$D^{n}(f g)=\sum_{j=0}^{n}\left(\begin{array}{l}n \\ j\end{array}\right)\left(D^{j} f\right) \cdot\left(D^{n-j} g\right)$
19.9,3,Theorem,$f(x)=\sum_{n=0}^{\infty} \frac{\left(D^{n} f\right)(a)}{n !}(x-a)^{n}$
19.9,2,Theorem,"$\left\|D^{n} f\right\|_{\infty} \leq \beta B^{n} n ! \quad(n=0,1,2, \ldots)$"
19.9,1,Theorem,"$\left|\left(D^{n} f\right)(x)\right| \leq \beta \delta^{-n} n ! \quad(n=0,1,2, \ldots)$"
19.9,5,Theorem,$n \beta B^{n}\left|\int_{a}^{x}(x-t)^{n-1} d t\right|=\beta|B(x-a)|^{n}$.
20.2,7,Lemma,$|a| \geq \frac{r}{4}$.
20.2,6,Lemma,$b=\frac{1}{2 \pi i} \int_{\Gamma} z g(z) d z$
20.2,4,Lemma,$F(w)=\frac{a}{w}+\sum_{n=0}^{\infty} c_{n} w^{n} \quad(w \in U)$
20.2,5,Lemma,$g(z)=\frac{1}{a} F^{-1}(z) \quad(z \in \Omega)$
20.2,14,Lemma,"$|\varphi(z)|<8 r^{3}|Q(\zeta, z)|+4 r^{2}<1,000 r^{2}$"
20.2,10,Lemma,$|Q| \leq \frac{4}{r}+5 r\left(\frac{16}{r^{2}}\right)<\frac{100}{r}$
20.2,1,Lemma,"$Q(\zeta, z)=g(z)+(\zeta-b) g^{2}(z)$"
20.2,0,Lemma,$\lambda_{2}(\zeta)=\frac{1}{2 \pi i} \int_{\Gamma_{0}}(z-\zeta) g(z) d z=b-\zeta$
20.2,13,Lemma,"$\varphi(z)=\left[Q(\zeta, z)-\frac{1}{z-\zeta}\right](z-\zeta)^{3}$"
20.2,2,Lemma,"$|Q(\zeta, z)|<\frac{100}{r}$"
20.2,3,Lemma,"$\left|Q(\zeta, z)-\frac{1}{z-\zeta}\right|<\frac{1,000 r^{2}}{|z-\zeta|^{3}}$"
20.2,12,Lemma,$\lambda_{2}(\zeta)=\frac{1}{2 \pi i} \int_{\Gamma_{0}}(z-\zeta) g(z) d z=b-\zeta$
20.2,8,Lemma,$|g(z)|<\frac{4}{r} \quad(z \in \Omega)$
20.2,9,Lemma,"\[
|b|<4 r \text {. }
\]
"
20.3,3,Lemma,"$(\bar{\partial} f)(\zeta)=\frac{1}{2} e^{i \theta}\left[\frac{\partial}{\partial r}+\frac{i}{r} \frac{\partial}{\partial \theta}\right] \varphi(r, \theta)$."
20.3,2,Lemma,$f(z)=-\frac{1}{\pi} \iint_{R^{2}} \frac{(\bar{\partial} f)(\zeta)}{\zeta-z} d \xi d \eta \quad(\zeta=\xi+i \eta)$
20.3,5,Lemma,"$-\frac{1}{2 \pi} \int_{0}^{2 \pi} d \theta \int_{\epsilon}^{\infty} \frac{\partial \varphi}{\partial r} d r=\frac{1}{2 \pi} \int_{0}^{2 \pi} \varphi(\epsilon, \theta) d \theta$"
20.3,4,Lemma,$-\frac{1}{2 \pi} \int_{\epsilon}^{\infty} \int_{0}^{2 \pi}\left(\frac{\partial \varphi}{\partial r}+\frac{i}{r} \frac{\partial \varphi}{\partial \theta}\right) d \theta d r$
20.4,4,Theorem,"$\left|f-f_{1}-\cdots-f_{n}\right| \leq\left(\frac{2}{3}\right)^{n}$ on $K, \quad\left|f_{n}\right| \leq \frac{1}{3} \cdot\left(\frac{2}{3}\right)^{n-1}$ on $X$."
20.4,1,Theorem,"$K^{+}=\left\{x \in K: f(x) \geq \frac{1}{3}\right\}, \quad K^{-}=\left\{x \in K: f(x) \leq-\frac{1}{3}\right\}$"
20.4,3,Theorem,"$\left|f-f_{1}-f_{2}\right| \leq\left(\frac{2}{3}\right)^{2}$ on $K, \quad\left|f_{2}\right| \leq \frac{1}{3} \cdot \frac{2}{3}$ on $X$."
20.4,2,Theorem,"$\left|f-f_{1}\right| \leq \frac{2}{3}$ on $K, \quad\left|f_{1}\right| \leq \frac{1}{3}$ on $X$."
20.5,20,Theorem,"$F(z)=\frac{1}{\pi} \iint(\bar{\partial} \Phi)(\zeta) R(\zeta, z) d \xi d \eta \quad(z \in \Omega)$"
20.5,21,Theorem,$\left|f\left(z_{2}\right)-f\left(z_{1}\right)\right|$
20.5,23,Theorem,$2 \pi \int_{0}^{4 \delta}\left(\frac{50}{\delta}+\frac{1}{\rho}\right) \rho d \rho=808 \pi \delta$
20.5,22,Theorem,"$|F(z)-\Phi(z)|<\frac{2 \omega(\delta)}{\pi \delta} \iint\left|R(\zeta, z)-\frac{1}{z-\zeta}\right| d \xi d \eta \quad(z \in \Omega)$"
20.5,19,Theorem,"$R(\zeta, z)=Q_{j}(\zeta, z) \quad\left(\zeta \in X_{j}, z \in \Omega\right)$"
20.5,25,Theorem,"$|F(z)-\Phi(z)|<6,000 \omega(\delta) \quad(z \in \Omega)$."
20.5,24,Theorem,"$2 \pi \int_{4 \delta}^{\infty} \frac{4,000 \delta^{2}}{\rho^{3}} \rho d \rho=2,000 \pi \delta$"
20.5,18,Theorem,"$Q_{j}(\zeta, z)=g_{j}(z)+\left(\zeta-b_{j}\right) g_{j}^{2}(z)$"
20.5,7,Theorem,$A(z)=a(|z|)$
20.5,6,Theorem,$a(r)=\frac{3}{\pi \delta^{2}}\left(1-\frac{r^{2}}{\delta^{2}}\right)^{2} \quad(0 \leq r \leq \delta)$
20.5,5,Theorem,(s) $\quad(u !+\xi=\xi) \quad u p \mathfrak{q} p \frac{z-\xi}{(\xi)(\Phi \underline{\varrho})} \iint \frac{u}{\mathrm{I}}-=(z) \Phi$
20.5,1,Theorem,$\lim _{\delta \rightarrow 0} \omega(\delta)=0$
20.5,0,Theorem,$(\bar{\partial} \Phi)(z)=\iint(\bar{\partial} A)(z-\zeta) f(\zeta) d \xi d \eta$
20.5,2,Theorem,"$|f(z)-P(z)|<10,000 \omega(\delta) \quad(z \in K)$"
20.5,9,Theorem,"$\iint \bar{\partial} A=0$,"
20.5,15,Theorem,$=2 \pi f(z) \int_{0}^{\delta} a(r) r d r=f(z) \iint A=f(z)$
20.5,14,Theorem,$\Phi(z)=f(z) \quad(z \in G)$
20.5,16,Theorem,"$\left|Q_{f}(\zeta, z)\right|<\frac{50}{\delta}$"
20.5,17,Theorem,"$\left|Q_{j}(\zeta, z)-\frac{1}{z-\zeta}\right|<\frac{4,000 \delta^{2}}{|z-\zeta|^{3}}$"
20.5,13,Theorem,$=\iint[f(z-\zeta)-f(z)](\bar{\partial} A)(\zeta) d \xi d \eta$
20.5,12,Theorem,$\Phi(z)-f(z)=\iint[f(z-\zeta)-f(z)] A(\zeta) d \xi d \eta$
20.5,10,Theorem,$\iint|\bar{\partial} A|=\frac{24}{15 \delta}<\frac{2}{\delta}$.
20.5,11,Theorem,$\Phi(z)=\iint f(z-\zeta) A(\zeta) d \xi d \eta=\iint A(z-\zeta) f(\zeta) d \xi d \eta$
